email_id,category,action,attempt_number,status,timestamp
user29@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:02:45.039
user29@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:03:05.039
user29@dummy.com,VERIFICATION,ATTEMPT,3.0,True,2025-09-05 03:03:25.039
user30@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:02:55.039
user30@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:03:15.039
user31@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:04:05.039
user31@dummy.com,VERIFICATION,ATTEMPT,3.0,True,2025-09-05 03:04:25.039
user32@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:04:15.039
user32@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:03:55.039
user33@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:04:25.039
user33@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:04:45.039
user33@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:05:05.039
user33@dummy.com,VERIFICATION,ATTEMPT,3.0,False,2025-09-05 03:05:25.039
user34@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:04:55.039
user34@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:05:15.039
user34@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:05:35.039
user35@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:05:25.039
user34@dummy.com,VERIFICATION,ATTEMPT,3.0,False,2025-09-05 03:05:55.039
user35@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:05:45.039
user35@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:06:05.039
user36@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:05:55.039
user37@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:06:25.039
user36@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:06:15.039
user37@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:06:45.039
user38@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:06:55.039
user38@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:07:15.039
user38@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:07:35.039
user38@dummy.com,VERIFICATION,ATTEMPT,3.0,False,2025-09-05 03:07:55.039
user39@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:07:25.039
user39@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:07:45.039
user31@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:03:45.039
user39@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:08:05.039
user39@dummy.com,VERIFICATION,ATTEMPT,3.0,True,2025-09-05 03:08:25.039
user40@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:07:55.039
user41@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:08:25.039
user40@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:08:15.039
user42@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:08:55.039
user42@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:09:15.039
user41@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:08:45.039
user43@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:09:25.039
user44@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:09:55.039
user43@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:09:45.039
user44@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:10:15.039
user45@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:10:25.039
user31@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:03:25.039
user45@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:10:45.039
user45@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:11:05.039
user46@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:11:15.039
user46@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:10:55.039
user47@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:12:05.039
user47@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:11:25.039
user48@dummy.com,VERIFICATION,ATTEMPT,3.0,False,2025-09-05 03:12:55.039
user47@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:11:45.039
user52@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:13:55.039
user48@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:12:15.039
user52@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:14:15.039
user52@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:14:35.039
user52@dummy.com,VERIFICATION,ATTEMPT,3.0,True,2025-09-05 03:14:55.039
user53@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:14:25.039
user54@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:14:55.039
user53@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:14:45.039
user55@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:15:25.039
user54@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:15:15.039
user55@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:15:45.039
user55@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:16:05.039
user55@dummy.com,VERIFICATION,ATTEMPT,3.0,False,2025-09-05 03:16:25.039
user51@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:13:45.039
user56@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:16:15.039
user56@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:15:55.039
user56@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:16:35.039
user57@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:16:25.039
user57@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:16:45.039
user58@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:16:55.039
user58@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:17:35.039
user48@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:11:55.039
user58@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:17:15.039
user59@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:17:25.039
user59@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:17:45.039
user60@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:17:55.039
user61@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:18:25.039
user60@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:18:35.039
user61@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:18:45.039
user60@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:18:15.039
user62@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:19:15.039
user62@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:19:35.039
user62@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:18:55.039
user63@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:19:25.039
user63@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:19:45.039
user63@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:20:05.039
user50@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:12:55.039
user48@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:12:35.039
user49@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:12:25.039
user51@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:13:25.039
user49@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:12:45.039
user50@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:13:15.039
user49@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:13:05.039
user64@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:20:15.039
user68@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:22:35.039
user68@dummy.com,VERIFICATION,ATTEMPT,3.0,False,2025-09-05 03:22:55.039
user68@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:22:15.039
user70@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:22:55.039
user70@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:23:15.039
user71@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:23:25.039
user71@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:23:45.039
user71@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:24:05.039
user72@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:23:55.039
user72@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:24:15.039
user72@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:24:35.039
user73@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:24:25.039
user73@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:24:45.039
user73@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:25:05.039
user63@dummy.com,VERIFICATION,ATTEMPT,3.0,False,2025-09-05 03:20:25.039
user74@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:24:55.039
user74@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:25:15.039
user64@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:19:55.039
user66@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:21:15.039
user65@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:20:25.039
user65@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:20:45.039
user67@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:21:25.039
user69@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:22:45.039
user66@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:20:55.039
user69@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:22:25.039
user67@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:21:45.039
user68@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:21:55.039
user75@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:25:25.039
user75@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:25:45.039
user76@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:25:55.039
user76@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:26:15.039
user76@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:26:35.039
user77@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:26:25.039
user77@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:26:45.039
user77@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:27:05.039
user77@dummy.com,VERIFICATION,ATTEMPT,3.0,False,2025-09-05 03:27:25.039
user78@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:26:55.039
user78@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:27:15.039
user78@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:27:35.039
user79@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:27:25.039
user79@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:28:05.039
user79@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:27:45.039
user80@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:27:55.039
user81@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:28:25.039
user80@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:28:15.039
user82@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:29:15.039
user81@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:28:45.039
user82@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:28:55.039
user83@dummy.com,VERIFICATION,ATTEMPT,3.0,True,2025-09-05 03:30:25.039
user87@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:31:25.039
user86@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:31:15.039
user87@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:32:05.039
user87@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:31:45.039
user88@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:31:55.039
user86@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:30:55.039
user87@dummy.com,VERIFICATION,ATTEMPT,3.0,True,2025-09-05 03:32:25.039
user88@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:32:15.039
user88@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:32:35.039
user89@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:32:25.039
user89@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:33:05.039
user89@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:32:45.039
user90@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:32:55.039
user90@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:33:15.039
user90@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:33:35.039
user91@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:33:25.039
user90@dummy.com,VERIFICATION,ATTEMPT,3.0,True,2025-09-05 03:33:55.039
user91@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:33:45.039
user84@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:29:55.039
user92@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:33:55.039
user92@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:34:15.039
user93@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:34:25.039
user93@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:34:45.039
user93@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:35:05.039
user93@dummy.com,VERIFICATION,ATTEMPT,3.0,True,2025-09-05 03:35:25.039
user94@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:34:55.039
user83@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:29:25.039
user94@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:35:15.039
user96@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:35:55.039
user95@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:35:45.039
user95@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:35:25.039
user96@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:36:15.039
user96@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:36:35.039
user96@dummy.com,VERIFICATION,ATTEMPT,3.0,False,2025-09-05 03:36:55.039
user97@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:36:25.039
user98@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:36:55.039
user97@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:36:45.039
user98@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:37:15.039
user99@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:37:25.039
user98@dummy.com,VERIFICATION,ATTEMPT,2.0,True,2025-09-05 03:37:35.039
user83@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:29:45.039
user84@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:30:15.039
user99@dummy.com,VERIFICATION,ATTEMPT,1.0,True,2025-09-05 03:37:45.039
user83@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:30:05.039
user85@dummy.com,VERIFICATION,TOKEN_GENERATED,,,2025-09-05 03:30:25.039
user85@dummy.com,VERIFICATION,ATTEMPT,2.0,False,2025-09-05 03:31:05.039
user85@dummy.com,VERIFICATION,ATTEMPT,3.0,True,2025-09-05 03:31:25.039
user85@dummy.com,VERIFICATION,ATTEMPT,1.0,False,2025-09-05 03:30:45.039
